web-scraper-order,web-scraper-start-url,volume,volume-href,article-href,article_link-href,abstract,author_group,issue_date,keywords
"1551952543-842","https://www.sciencedirect.com/journal/social-networks/issues","Volume 55","https://www.sciencedirect.com/journal/social-networks/vol/55/suppl/C","Homophily and prestige: An assessment of their relative strength to explain link formation in the online climate change debate","https://www.sciencedirect.com/science/article/pii/S0378873317303258","Previous work has shown that hyperlinks reflect actors’ strategic choices; these dyadic relationships depend on the actors’ exogenous attributes (e.g., homophily) and the network’s endogenous features (e.g., prestige distribution among actors). We combine these factors as explanatory variables in different exponential random graph models (ERGMs) to assess the relative strength of prestige and homophily for the actors’ link formation. We analyze the climate change discourse in a hyperlink network formed by US civil society actors from November 2014 and test how relevant the different factors are, including variables such as actor type, country, position, and topic. We find that both prestige and various aspects of homophily influence link formation online. With regard to the importance of the different factors, positional homophily stands out, followed by prestige and other homophily effects.","Author links open overlay panelHannahSchmid-PetriaSilkeAdambUeliReberbThomasHäusslerbDanielMaiercPeterMiltnercBarbaraPfetschcAnnieWaldherrd","Volume 55, October 2018, Pages 47-54","KeywordsOnline networkHomophilyPrestigeERGMsClimate changeHyperlink formation"
"1551951068-370","https://www.sciencedirect.com/journal/social-networks/issues","Volume 33, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/33/issue/2","Popularity trajectories and substance use in early adolescence","https://www.sciencedirect.com/science/article/pii/S037887331000050X","This paper introduces new longitudinal network data from the “Promoting School-Community-University Partnerships to Enhance Resilience” or “PROSPER” peers project. In 28 communities, grade-level sociometric friendship nominations were collected from two cohorts of middle school students as they moved from 6th, to 9th grade. As an illustration and description of these longitudinal network data, this paper describes the school popularity structure, changes in popularity position, and suggests linkages between popularity trajectory and substance use. In the cross-section, we find that the network is consistent with a hierarchical social organization, but exhibits considerable relational change in both particular friends and position at the individual level. We find that both the base level of popularity and the variability of popularity trajectories effect substance use.","Author links open overlay panelJamesMoodyaWendy D.BrynildsenaD. WayneOsgoodbMark E.FeinbergcScottGestd","Volume 33, Issue 2, May 2011, Pages 101-112","KeywordsPopularityHierarchyStatusDynamic networksSubstance useAdolescent networks"
"1551950619-233","https://www.sciencedirect.com/journal/social-networks/issues","Volume 29, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/29/issue/3","Did distance matter before the Internet?: Interpersonal contact and support in the 1970s","https://www.sciencedirect.com/science/article/pii/S037887330700010X","Well before the coming of the Internet, strong ties with friends and relatives stretched beyond the neighborhood: the traditional domain of community. Phones, cars and planes allowed people to have contact over substantial distances. But the mere fact that ties stretched over long distances does not tell us the extent to which distance mattered for contact and support in pre-Internet days. Although, scholars have mused about this question, they have not provided empirical evidence. This paper applies multi-level analysis to assess the extent contact and support declines with distance. It shows a marked drop in the frequency of face-to-face contact at about 5 miles. The frequency of contact continues to decrease steadily further away, with substantial declines happening at about 50 and 100 miles. Distance affects telephone contact somewhat differently, with a marked drop only happening at about 100 miles. Distance also has a significant impact on providing tangible support. As our data were gathered in 1978 in the Toronto area of East York, they allow comparisons with how relationships have changed in light of new forms of communication, such as the Internet and mobile phones.","Author links open overlay panelDianaMokaBarryWellmanbwith Ranu Basu","Volume 29, Issue 3, July 2007, Pages 430-461","KeywordsInternetDistanceCommunicationSocial supportSocial capitalFace-to-faceTelephone"
"1551952423-803","https://www.sciencedirect.com/journal/social-networks/issues","Volume 54","https://www.sciencedirect.com/journal/social-networks/vol/54/suppl/C","State power and elite autonomy in a networked civil society: The board interlocking of Chinese non-profits","https://www.sciencedirect.com/science/article/pii/S0378873316302490","In response to failures of central planning, the Chinese government has experimented not only with free-market trade zones, but with allowing non-profit foundations to operate in a decentralized fashion. A network study shows how these foundations have connected together by sharing board members, in a structural parallel to what is seen in corporations in the United States and Europe. This board interlocking leads to the emergence of an elite group with privileged network positions. While the presence of government officials on non-profit boards is widespread, government officials are much less common in a subgroup of foundations that control just over half of all revenue in the network. This subgroup, associated with business elites, not only enjoys higher levels of within-elite links, but even preferentially excludes government officials from the NGOs with higher degree. The emergence of this structurally autonomous sphere is associated with major political and social events in the state–society relationship. Cluster analysis reveals multiple internal components within this sphere that share similar levels of network influence. Rather than a core-periphery structure centered around government officials, the Chinese non-profit world appears to be a multipolar one of distinct elite groups, many of which achieve high levels of independence from direct government control.","Author links open overlay panelJiMaabSimonDeDeocd","Volume 54, July 2018, Pages 291-302","KeywordsBoard interlockNGOCivil societyElitesState corporatismState powerState–society relationshipSocial networkPeople's Republic of ChinaNon-profit foundationsCommon knowledge"
"1551950949-332","https://www.sciencedirect.com/journal/social-networks/issues","Volume 32, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/32/issue/3","Node centrality in weighted networks: Generalizing degree and shortest paths","https://www.sciencedirect.com/science/article/pii/S0378873310000183","Ties often have a strength naturally associated with them that differentiate them from each other. Tie strength has been operationalized as weights. A few network measures have been proposed for weighted networks, including three common measures of node centrality: degree, closeness, and betweenness. However, these generalizations have solely focused on tie weights, and not on the number of ties, which was the central component of the original measures. This paper proposes generalizations that combine both these aspects. We illustrate the benefits of this approach by applying one of them to Freeman’s EIES dataset.","Author links open overlay panelToreOpsahlaFilipAgneessensbJohnSkvoretzc","Volume 32, Issue 3, July 2010, Pages 245-251","DegreeClosenessBetweennessWeighted networks"
"1551952444-810","https://www.sciencedirect.com/journal/social-networks/issues","Volume 54","https://www.sciencedirect.com/journal/social-networks/vol/54/suppl/C","Models, methods and network topology: Experimental design for the study of interference","https://www.sciencedirect.com/science/article/pii/S0378873317301417","How should a network experiment be designed to achieve high statistical power? Experimental treatments on networks may spread. Randomizing assignment of treatment to nodes enhances learning about the counterfactual causal effects of a social network experiment and also requires new methodology (ex. Aronow and Samii, 2017a, Bowers et al., 2013, Toulis and Kao, 2013). In this paper we show that the way in which a treatment propagates across a social network affects the statistical power of an experimental design. As such, prior information regarding treatment propagation should be incorporated into the experimental design. Our findings justify reconsideration of standard practice in circumstances where units are presumed to be independent even in simple experiments: information about treatment effects is not maximized when we assign half the units to treatment and half to control. We also present an example in which statistical power depends on the extent to which the network degree of nodes is correlated with treatment assignment probability. We recommend that researchers think carefully about the underlying treatment propagation model motivating their study in designing an experiment on a network.","Author links open overlay panelJakeBowersaBruce A.DesmaraisbMarkFredericksonaNahomiIchinocHsuan-WeiLeedSimiWange1","Volume 54, July 2018, Pages 196-208","KeywordsExperimental designSpilloverInterferenceNetworksCausal inferenceStatistical power"
"1551950120-95","https://www.sciencedirect.com/journal/social-networks/issues","Volume 25, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/25/issue/2","Statistical analysis of network data—an application to diffusion of innovation","https://www.sciencedirect.com/science/article/pii/S0378873302000503","General methodology is developed here to deal with the association between a a binary variable and network connections with or without confounding covariates. Also the case when the network is observed at several time periods is treated. As an application we consider the diffusion of organic farming in the province of North Karelia in Finland. It turns out that organic farms are more clustered than would be expected under pure random allocation. The neighborhood effect remains when adjusting for the production lines of the farms. The spatio-temporal analysis shows that new adopters are more often found within the neighborhoods of each others and of earlier adopters.","Author links open overlay panelJukkaNyblomaSteveBorgattibJuhaRoslakkacMikko A.Saloc","Volume 25, Issue 2, May 2003, Pages 175-195","JEL classificationC15C52O31R11"
"1551949986-64","https://www.sciencedirect.com/journal/social-networks/issues","Volume 24, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/24/issue/1","The tie effect on information dissemination: the spread of a commercial rumor in Hong Kong","https://www.sciencedirect.com/science/article/pii/S0378873301000508","The ability to acquire information has been considered a crucial factor facilitating instrumental actions, such as job search and organizational innovation. Previous social network studies tend to treat the characteristics of social ties through which information is acquired as causes that may affect instrumental outcomes. However, little research has directly examined the spread of information via social ties and the tie effect on information dissemination. Using telephone survey data collected after the outbreak of an extensive commercial rumor in Hong Kong, the present paper investigates the characteristics of social ties through which the information is spread and the tie effect on information dissemination. Results show that while mass media, particularly television, serves as a major channel of information flow, social ties are also widely used. Individuals tend to share information with strong ties, or people with whom they perceive to have good relations. However, information transmitted via kin ties tends to arrive at the respondent faster than via nonkin ties or other communication channels. Implications of the findings are discussed.","Author links open overlay panelGinaLaiOdaliaWong","Volume 24, Issue 1, January 2002, Pages 49-75","KeywordsCommercial rumorInformation disseminationTie effect"
"1551950604-229","https://www.sciencedirect.com/journal/social-networks/issues","Volume 29, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/29/issue/2","Advances in exponential random graph (p*) models","https://www.sciencedirect.com/science/article/pii/S0378873306000414","null","Author links open overlay panelGarryRobinsMartinaMorris","Volume 29, Issue 2, May 2007, Pages 169-172","null"
"1551951635-554","https://www.sciencedirect.com/journal/social-networks/issues","Volume 38","https://www.sciencedirect.com/journal/social-networks/vol/38/suppl/C","Assessing structural correlates to social capital in Facebook ego networks","https://www.sciencedirect.com/science/article/pii/S0378873314000033","Research in computer-mediated communication has consistently asserted that Facebook use is positively correlated with social capital. This research has drawn primarily on Williams’ (2006) bridging and bonding scales as well as behavioral attributes such as civic engagement. Yet, as social capital is inherently a structural construct, it is surprising that so little work has been done relating social capital to social structure as captured by social network site (SNS) Friendship networks. Facebook is particularly well-suited to support the examination of structure at the ego level since the networks articulated on Facebook tend to be large, dense, and indicative of many offline foci (e.g., coworkers, friends from high school). Assuming that each one of these foci only partially overlap, we initially present two hypotheses related to Facebook social networks and social capital: more foci are associated with perceptions of greater bridging social capital and more closure is associated with greater bonding social capital. Using a study of 235 employees at a Midwestern American university, we test these hypotheses alongside self-reported measures of activity on the site. Our results only partially confirm these hypotheses. In particular, using a widely used measure of closure (transitivity) we observe a strong and persistent negative relationship to bonding social capital. Although this finding is initially counter-intuitive it is easily explained by considering the topology of Facebook personal networks: networks with primarily closed triads tend to be networks with tightly bound foci (such as everyone from high school knowing each other) and few connections between foci. Networks with primarily open triads signify many crosscutting friendships across foci. Therefore, bonding social capital appears to be less tied to local clustering than to global cohesion.","Author links open overlay panelBrandonBrooksaBernieHoganbNicoleEllisoncCliffLampecJessicaVitakd","Volume 38, July 2014, Pages 1-15","KeywordsSocial capitalFacebookEgo networksTransitivityCommunity detection"
"1551951528-520","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 4","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/4","What makes a network go round? Exploring the structure of a strong component with exponential random graph models","https://www.sciencedirect.com/science/article/pii/S0378873313000555","A strong component is a subgraph in a directed network where, following the direction of ties, all nodes in the graph are reachable from one another. Mutual reachability implies that every node in the graph is theoretically able to send materials to and/or influence every other node suggesting that strong components are amongst the more egalitarian network structures. Despite this intriguing feature, they remain understudied. Using exponential random graph models (ERGM) for directed networks, we investigate the social and structural processes underlying the generation of strong components. We illustrate our argument using a network of 301 nodes and 703 personal lending ties from Renaissance Florence. ERGM shows that our strong component arises from triadic clustering alongside an absence of higher-order star structures. We contend that these processes produce a strong component with a hierarchical, rather than an egalitarian structure: while some nodes are deeply embedded in a dense network of exchange, the involvement of others is more tenuous. More generally, we argue that such tiered core-periphery strong components will predominate in networks where the social context creates conditions for an absence of preferential attachment alongside the presence of localized closure. Although disparate social processes can give rise to hierarchical strong components linked to these two structural mechanisms, in Florence they are associated with the presence of multiple dimensions of social status and the connectedness of participants across disparate network domains.","Author links open overlay panelNehaGondalaPaul D.McLeanb","Volume 35, Issue 4, October 2013, Pages 499-513","KeywordsHierarchical structuresTriadsStrong componentsExponential random graph modelsMultiple domains of social connectionDirected networksRenaissance Florence"
"1551952178-727","https://www.sciencedirect.com/journal/social-networks/issues","Volume 49","https://www.sciencedirect.com/journal/social-networks/vol/49/suppl/C","Individual social capital: Accessibility and mobilization of resources embedded in social networks","https://www.sciencedirect.com/science/article/pii/S0378873316300892","The objective of the present paper is to characterize the structure of individual social networks and to provide new insights into the underlying mechanism of individual social capitalization process. In particular, we put to the test three main assumptions underlying Lin’s seminal explanatory model of individual social capital determinants (Lin, 2001). We analyzed the results of an extensive and specifically designed survey on personal networks in Spanish society (OSIM, 2011). Our findings, based on the use of Principal Component Analysis (PCA), regression and structural methods allow us to complement Lin’s general model distinguishing accessibility and mobilization of social resources. Furthermore, the empirical evidence suggests the need for introducing a significant distinction between instrumental-expert and expressive mobilization. Finally, our analysis allows us to identify the main determining factors of both forms of capitalization of personal relations.","Author links open overlay panelJosé AtilanoPena-LópezJosé ManuelSánchez-Santos","Volume 49, May 2017, Pages 1-11","KeywordsIndividual social capitalGeneral social capitalLin’s modelSocial capital theoryMobilization of social resources"
"1551951356-462","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/1","Evaluation of strategies to mitigate contagion spread using social network characteristics","https://www.sciencedirect.com/science/article/pii/S0378873313000038","Computer simulation is an effective tool for assessing mitigation strategies, with recent trends concentrating on agent-based techniques. These methods require high computational efforts in order to simulate enough scenarios for statistical significance. The population individuals and their contacts determined by agent-based simulations form a social network. For some network structures it is possible to gain high accuracy estimates of contagion spread based on the connection structure of the network, an idea that is utilized in this work. A representative social network constructed from the 2006 census of the Greater Toronto Area (Ontario, Canada) of 5 million individuals in 1.8 million households is used to demonstrate the efficacy of our approach. We examine the effects of six mitigation strategies with respect to their ability to contain disease spread as indicated by pre- and post-vaccination reproduction numbers, mean local clustering coefficients and degree distributions. One outcome of the analysis provides evidence supporting the design of mitigation strategies that aim to fragment the population into similarly sized components. While our analysis is framed in the context of pandemic disease spread, the approach is applicable to any contagion such as computer viruses, rumours, social trends, and so on.","Author links open overlay panelMarioVentrescaDionneAleman","Volume 35, Issue 1, January 2013, Pages 75-88","KeywordsPandemic mitigationContact networkVaccination strategyCritical node detection"
"1551951897-638","https://www.sciencedirect.com/journal/social-networks/issues","Volume 44","https://www.sciencedirect.com/journal/social-networks/vol/44/suppl/C","Weak ties, strong ties, and job mobility in urban China: 1978–2008","https://www.sciencedirect.com/science/article/pii/S0378873315000726","The economic transformation in urban China provides a unique opportunity to assess how institutional arrangements shape network-based job searches. Despite several studies on this issue, disagreement exists over how network-based job searches evolve in the Chinese emerging labor market. We argue one way to solve this controversy is to examine the patterns of change in the use of weak ties and strong ties separately. Using pooled data from three cross-sectional surveys in urban China, the results show a steady increase in the use of weak ties and an increasing and persistent use of strong ties in finding jobs between 1978 and 2008. The results also show no systematic difference between the use of weak ties for finding jobs in the market sector versus the state sector. However, they show faster growth in the use of strong ties for finding jobs in the state sector, compared to the market sector.","Author links open overlay panelFelicia F.TianaNanLinb","Volume 44, January 2016, Pages 117-129","KeywordsSocial networksTie strengthInstitutional contextsEmployment sectorChina"
"1551951019-355","https://www.sciencedirect.com/journal/social-networks/issues","Volume 33, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/33/issue/1","The game of contacts: Estimating the social visibility of groups","https://www.sciencedirect.com/science/article/pii/S0378873310000559","Estimating the sizes of hard-to-count populations is a challenging and important problem that occurs frequently in social science, public health, and public policy. This problem is particularly pressing in HIV/AIDS research because estimates of the sizes of the most at-risk populations—illicit drug users, men who have sex with men, and sex workers—are needed for designing, evaluating, and funding programs to curb the spread of the disease. A promising new approach in this area is the network scale-up method, which uses information about the personal networks of respondents to make population size estimates. However, if the target population has low social visibility, as is likely to be the case in HIV/AIDS research, scale-up estimates will be too low. In this paper we develop a game-like activity that we call the game of contacts in order to estimate the social visibility of groups, and report results from a study of heavy drug users in Curitiba, Brazil (n = 294). The game produced estimates of social visibility that were consistent with qualitative expectations but of surprising magnitude. Further, a number of checks suggest that the data are high-quality. While motivated by the specific problem of population size estimation, our method could be used by researchers more broadly and adds to long-standing efforts to combine the richness of social network analysis with the power and scale of sample surveys.","Author links open overlay panelMatthew J.SalganikaMaeve B.MellobAlexandre H.AbdocNeilaneBertonibDimitriFazitodFrancisco I.Bastosbe","Volume 33, Issue 1, January 2011, Pages 70-78","KeywordsNetwork scale-up methodHidden populationsNetwork samplingHIV/AIDS disease surveillanceInformation flow"
"1551951425-485","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/3","Resistance distance, closeness, and betweenness","https://www.sciencedirect.com/science/article/pii/S0378873313000488","In a seminal paper Stephenson and Zelen (1989) rethought centrality in networks proposing an information-theoretic distance measure among nodes in a network. The suggested information distance diverges from the classical geodesic metric since it is sensible to all paths (not just to the shortest ones) and it diminishes as soon as there are more routes between a pair of nodes. Interestingly, information distance has a clear interpretation in electrical network theory that was missed by the proposing authors. When a fixed resistor is imagined on each edge of the graph, information distance, known as resistance distance in this context, corresponds to the effective resistance between two nodes when a battery is connected across them. Here, we review resistance distance, showing once again, with a simple proof, that it matches information distance. Hence, we interpret both current-flow closeness and current-flow betweenness centrality in terms of resistance distance. We show that this interpretation has semantic, theoretical, and computational benefits.","Author links open overlay panelEnricoBozzoMassimoFranceschet","Volume 35, Issue 3, July 2013, Pages 460-469","KeywordsInformationResistance distanceGeodesic distanceCloseness centralityBetweenness centrality"
"1551952532-838","https://www.sciencedirect.com/journal/social-networks/issues","Volume 55","https://www.sciencedirect.com/journal/social-networks/vol/55/suppl/C","Peer influence, friend selection, and gender: How network processes shape adolescent smoking, drinking, and delinquency","https://www.sciencedirect.com/science/article/pii/S037887331730494X","We examine gender differences in the extent to which the social network processes of peer influence and friend selection explain why adolescents tend to exhibit similar risky behaviors as their friends for three problem behaviors (smoking, drinking, and delinquency). Using dynamic Stochastic Actor-Oriented Models (SAOMs), we analyze five waves of data on a large sample of 13,214 adolescents from 51 friendship networks. While both processes explain patterns of risky activities for girls and boys, the delinquent behavior of girls is more susceptible to influence and girls are especially likely to select friends who have similar smoking behaviors to their own.","Author links open overlay panelCassieMcMillanDianeFelmleeD. WayneOsgood","Volume 55, October 2018, Pages 86-96","KeywordsPeer influenceFriend selectionGender differencesAdolescent friendshipProblem behavior"
"1551950532-205","https://www.sciencedirect.com/journal/social-networks/issues","Volume 29, Issue 1","https://www.sciencedirect.com/journal/social-networks/vol/29/issue/1","Markov chain Monte Carlo exact inference for social networks","https://www.sciencedirect.com/science/article/pii/S0378873306000141","The uniformly most powerful unbiased test of reciprocity compares the observed number of mutual relations to its exact conditional distribution. Metropolis–Hastings algorithms have been proposed for generating from this distribution in order to perform Monte Carlo exact inference. Triad census statistics are often used to test for the presence of network group structure. We show how one of the proposed Metropolis–Hastings algorithms can be modified to generate from the conditional distribution of the triad census given the in-degrees, the out-degrees and the number of mutual dyads. We compare the results of this algorithm with those obtained by using various approximations.","Author links open overlay panelJohn W.McDonaldPeter W.F.SmithJonathan J.Forster","Volume 29, Issue 1, January 2007, Pages 127-136","KeywordsAdjacency matricesExact conditional testMarkov chain Monte CarloMetropolis–Hastings algorithmReciprocityTriad census"
"1551951895-637","https://www.sciencedirect.com/journal/social-networks/issues","Volume 44","https://www.sciencedirect.com/journal/social-networks/vol/44/suppl/C","From neighbors to school friends? How adolescents’ place of residence relates to same-ethnic school friendships","https://www.sciencedirect.com/science/article/pii/S0378873315000660","This study examines to what extent adolescents’ place of residence is related to the opportunities and the preferences to befriend same-ethnic classmates. Analyzing 3345 students within 158 German and Dutch school classes, we find that sharing a neighborhood provides additional meeting opportunities to become friends in class as adolescents are likely to befriend classmates who live nearby them or who live nearby a friend of them (propinquity mechanism). However, this hardly explains why adolescent friendship networks in school classes tend to be ethnically homogeneous. Also, we find no convincing evidence that an adolescent's preference for same-ethnic friends in class varies with the share of outgroup members in his/her neighborhood (exposure mechanism).","Author links open overlay panelHannoKrusea1SanneSmithb1Frankvan TubergenbceInekeMaasbd","Volume 44, January 2016, Pages 130-142","KeywordsInterethnic friendshipsHomophilySchool networksNeighborhood effectsResidential segregationPropinquity"
"1551949764-24","https://www.sciencedirect.com/journal/social-networks/issues","Volume 21, Issue 4","https://www.sciencedirect.com/journal/social-networks/vol/21/issue/4","Spatial arrangement of social and economic networks among villages in Nang Rong District, Thailand","https://www.sciencedirect.com/science/article/pii/S0378873399000143","This paper examines the spatial arrangement of social and economic networks among villages in Nang Rong district, Thailand. We use spatial information from a geographic information system (GIS) for the district to help interpret the patterns of movement of agricultural equipment (large tractors) between villages, of people into villages for temporary labor, and of people to village temples and to elementary and secondary schools within the district. Once social networks have been incorporated into the GIS they can be mapped in relation to geographic features of the district, such as topography, landcover, and locations of roads, rivers, and villages. Not only does geographic information about village locations allow us to properly orient the graphs of these networks, but the resulting visual displays reveal strikingly different spatial arrangements for the five networks. Networks of shared temples and elementary schools link small sets of villages in close geographic proximity whereas tractor hiring, labor movement, and secondary school networks bring together larger sets of villages and span longer distances. Information on landcover from satellite digital data provides insights into the patterns of network ties throughout the district and shows a clear relationship between tractor hiring networks and type of agricultural activity in the district. The spatial analytic capabilities of the GIS also allow us to assess the impact of the administratively defined district boundary on our measured relations and to evaluate whether rivers and perennial streams create barriers to network ties between villages.","Author links open overlay panelKatherineFaustaBarbaraEntwislebRonald RRindfussbStephen JWalshcYothinSawangdeed","Volume 21, Issue 4, October 2000, Pages 311-337","null"
"1551952505-829","https://www.sciencedirect.com/journal/social-networks/issues","Volume 55","https://www.sciencedirect.com/journal/social-networks/vol/55/suppl/C","Ego centered social network and relationship quality: linking attachment security and relational models to network structure","https://www.sciencedirect.com/science/article/pii/S0378873317305105","According to Dunbar’s social brain hypothesis, brain capacity puts a limit on the size of social network in humans. At the same time, emotional-cognitive systems such as attachment and different relational models (Fiske, 1991) may also act as driving forces behind network structure underlying relationship quality of the various ego-centered layers. The aim of our study was to examine how these cognitive systems may contribute to network organization.","Author links open overlay panelEszterBeránaCsabaPléhbPéterSoltészaAnnaRáczcPéterKardosdPálCzoborcZsoltUnokac","Volume 55, October 2018, Pages 189-201","Keywordsego-centered social networkattachmentrelational modelsnetwork structure"
"1551952414-800","https://www.sciencedirect.com/journal/social-networks/issues","Volume 54","https://www.sciencedirect.com/journal/social-networks/vol/54/suppl/C","The contagion effects of repeated activation in social networks","https://www.sciencedirect.com/science/article/pii/S0378873317300928","Demonstrations, protests, riots, and shifts in public opinion respond to the coordinating potential of communication networks. Digital technologies have turned interpersonal networks into massive, pervasive structures that constantly pulsate with information. Here, we propose a model that aims to analyze the contagion dynamics that emerge in networks when repeated activation is allowed, that is, when actors can engage recurrently in a collective effort. We analyze how the structure of communication networks impacts on the ability to coordinate actors, and we identify the conditions under which large-scale coordination is more likely to emerge.","Author links open overlay panelPabloPiedrahitaaJavierBorge-HolthoeferbYamirMorenoacSandraGonzález-Bailónd","Volume 54, July 2018, Pages 326-335","KeywordsInterdependenceTemporal dynamicsCoordinationThresholdsCritical massDiffusionCollective actionAgent-based simulation"
"1551951408-480","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/2","Network centrality and social movement media coverage: A two-mode network analytic approach","https://www.sciencedirect.com/science/article/pii/S037887331100058X","This article examines the relationship between structural location (namely, degree centrality) and news media coverage. Our central hypothesis is that the network centrality of social movement actors is positively associated with the prevalence of actors being cited in the print news media. This paper uses two-mode data from a communication network of environmentalists in British Columbia, and examines the relationship between their structural location and the frequency by which they are cited in newsprint media with regard to particular frames (about forest conservation, environmental protest, and related issues). We asked a sample of social movement participants about their ties to a target list of relatively high profile actors (environmental activists). We turned the resulting network matrix into a bipartite graph that examined the relationships amongst the target actors vis a vis the respondents. Next we calculated point in-degree for the target actors. For the target actors we also have data from a representative sample of 957 print news articles about forestry and conservation of old growth forests in British Columbia. We compare the effects of network centrality of the target actor versus several attributes of the target actors (gender, level of radicalism, leadership status) on the amount of media coverage that each of the target actors receives. We find that network centrality is associated with media coverage controlling for actor attributes. We discuss theoretical implications of this research. Finally, we also discuss the methodological pros and cons of using a “target name roster” to construct two-mode data on social movement activists.","Author links open overlay panelTodd E.MalinickaD.B.TindallbMarioDianic","Volume 35, Issue 2, May 2013, Pages 148-158","KeywordsSocial movementsNetworksTwo-modeMediaFramingEnvironmental activism"
"1551952210-737","https://www.sciencedirect.com/journal/social-networks/issues","Volume 50","https://www.sciencedirect.com/journal/social-networks/vol/50/suppl/C","Mapping social dynamics on Facebook: The Brexit debate","https://www.sciencedirect.com/science/article/pii/S0378873316304166","Nowadays users get informed and shape their opinion through social media. However, the disintermediated access to contents does not guarantee quality of information. Selective exposure and confirmation bias, indeed, have been shown to play a pivotal role in content consumption and information spreading. Users tend to select information adhering (and reinforcing) their worldview and to ignore dissenting information. This pattern elicits the formation of polarized groups – i.e., echo chambers – where the interaction with like-minded people might even reinforce polarization. In this work we address news consumption around Brexit in UK on Facebook. In particular, we perform a massive analysis on more than 1 million users interacting with Brexit related posts from the main news providers between January and July 2016. We show that consumption patterns elicit the emergence of two distinct communities of news outlets. Furthermore, to better characterize inner group dynamics, we introduce a new technique which combines automatic topic extraction and sentiment analysis. We compare how the same topics are presented on posts and the related emotional response on comments finding significant differences in both echo chambers and that polarization influences the perception of topics. Our results provide important insights about the determinants of polarization and evolution of core narratives on online debating.","Author links open overlay panelMichelaDel Vicarioa1FabianaZolloac1GuidoCaldarelliaAntonioScalabWalterQuattrociocchia","Volume 50, July 2017, Pages 6-16","KeywordsCollective debatesPolarizationOnline social networks"
"1551950928-326","https://www.sciencedirect.com/journal/social-networks/issues","Volume 32, Issue 2","https://www.sciencedirect.com/journal/social-networks/vol/32/issue/2","The interactive effects of political skill and future time perspective on career and community networking behavior","https://www.sciencedirect.com/science/article/pii/S0378873309000525","Scholars have suggested that skill (Ferris et al., 2007) and motivation (Forret and Dougherty, 2001) need to be considered in predicting the direction and intensity of networking behaviors. Congruently, the present study argues that skill and motivation operate interactively and assesses the interactive impact of political skill (i.e., the ability to interact effectively with others) and future time perspective on differentially predicting community-based and career-based networking behavior. Results from a sample of managers from a national retail chain (n = 291) indicated that politically skilled individuals who possessed a deep future time perspective were more involved in career-related networking than politically skilled individuals who perceived a shallow future time perspective. Additionally, politically skilled respondents with shallow organizational time perspectives engaged in higher levels of community-based networking than did their counterparts with deeper organizational time perspectives. The implications of these findings are discussed in terms of political skill, social networks, and socioemotional selectivity theory.","Author links open overlay panelDarren C.TreadwayaJacob W.BrelandbGarry L.AdamscAllison B.DukedLaura A.Williamse","Volume 32, Issue 2, May 2010, Pages 138-147","KeywordsCareer networkingCommunity networkingPolitical skillFuture time perspectiveOrganizational future time perspective"
"1551950249-124","https://www.sciencedirect.com/journal/social-networks/issues","Volume 26, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/26/issue/3","The Invasion of the Physicists","https://www.sciencedirect.com/science/article/pii/S0378873304000309","null","Author links open overlay panelPhillipBonacich","Volume 26, Issue 3, July 2004, Pages 285-288","null"
"1551951437-489","https://www.sciencedirect.com/journal/social-networks/issues","Volume 35, Issue 3","https://www.sciencedirect.com/journal/social-networks/vol/35/issue/3","The efficacy of tables versus graphs in disrupting dark networks: An experimental study","https://www.sciencedirect.com/science/article/pii/S0378873313000440","An agent tasked with disrupting a dark (covert and illegal) network must first be presented with information about the organization's structure. This paper uses a behavioral experiment to test in a stylized dark network disruption setting whether an agent makes a better disruption choice when the information is displayed in a table or a graph format. We find that subjects make decisions more quickly when presented with graphs, but that subjects perform weakly better with tables. An important lesson is that the display should explicitly distinguish non-existent links from potential links of unknown status.","Author links open overlay panelMichaelMcBrideMichaelCaldara","Volume 35, Issue 3, July 2013, Pages 406-422","JEL classificationC91D85K42"
"1551952269-756","https://www.sciencedirect.com/journal/social-networks/issues","Volume 51","https://www.sciencedirect.com/journal/social-networks/vol/51/suppl/C","Editorial Board / Publication Information","https://www.sciencedirect.com/science/article/pii/S0378873317303313","null","Author links open overlay panel","Volume 51, October 2017, Page IFC","null"
