web-scraper-order,web-scraper-start-url,issue,issue-href,article,article-href,title,author,abstract,keywords,publisher,issue_date
"1551257021-727","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/15/5","Foresight of evolving security threats posed by emerging technologies","https://www.emeraldinsight.com/doi/full/10.1108/FS-05-2012-0036","Foresight of evolving security threats posed by emerging technologies","Aharon Hauptman   (based at Interdisciplinary Center for Technology Analysis and Forecasting (ICTAF), Tel-Aviv University, Tel-Aviv, Israel)","The authors are grateful to all FESTOS partners for their fruitful cooperation: Finland Future Research Centre (FFRC) at the University of Turku, Centre for Technology & Society (ZTG) at the Technical University of Berlin, EFP Consulting UK, and the University of Lodz, Poland. Members of three Millennium Project nodes were involved in the project: ICTAF (Israel, project coordinator), FFRC (Finland) and Dr K. Steinmüller of Z-punkt (Germany) as a partner in the team of ZTG. Received 21 May 2012. Revised 8 October 2012. Accepted 11 January 2013.","Foresight, Security, Emerging technologies, Future threats, Signals of change, Wild cards","The authors are grateful to all FESTOS partners for their fruitful cooperation: Finland Future Research Centre (FFRC) at the University of Turku, Centre for Technology & Society (ZTG) at the Technical University of Berlin, EFP Consulting UK, and the University of Lodz, Poland. Members of three Millennium Project nodes were involved in the project: ICTAF (Israel, project coordinator), FFRC (Finland) and Dr K. Steinmüller of Z-punkt (Germany) as a partner in the team of ZTG. Received 21 May 2012. Revised 8 October 2012. Accepted 11 January 2013.","Published: 2013, Start page: 342"
"1551255145-69","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/2/3","The e‐factor: the new rules of the tele‐economy","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802672","The e‐factor: the new rules of the tele‐economy","Simon Forge  (Principal at OSI)","Overall, public and private interactive networks could be a more powerful force for change than the computer, the railway, or the small electric motor, forming a “teleeconomy”, under a set of rules that form “electronic capitalism”. In this second of two articles (for the first see foresight, Vol 2, No 1, February 2000) consequences of the emerging economic behaviours laid out in the first article are examined. First, the new rules are explored in detail. They describe the dynamo of electronic trading and the characteristics of a specific form of capitalism. The article then considers impacts of the tele‐economy on sectoral balances, economic power and wealth distribution. Lastly, the new players – the electronic tiger – and the safeguards required are examined. The hub of the dynamo will be in the developing economies where some four billion new global consumers await economic enfranchisement via personal investment, as well as access to new consumer markets and electronic work channels.","Electronic commerce, Telemarketing, Global marketing","MCB UP Ltd","Published: 2000, Start page: 249"
"1551255389-150","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 1","https://www.emeraldinsight.com/toc/fs/4/1","“The great convergence”: visionary illusion or megatrend?","https://www.emeraldinsight.com/doi/full/10.1108/14636680210425246","“The great convergence”: visionary illusion or megatrend?","Irving H. Buchen  (Irving H. Buchen is Professor of Business Management at Berne University, Wolfeboro Falls, New Hampshire, USA. He is also Director of International Educational Consultants, and Senior Research Associate of HR Partners.)","Megatrends are historical nexuses which gather and focus both obvious and subtle sub‐trends as a contribution to the history of future ideas. A substantive candidate of the twenty‐first century is “convergence”. That pursuit of “the unity of all knowledge” involves the integration, synthesis and confluence of different and often opposing intellectual concepts; and of seminal research developments and academic disciplines. Three major components and sets of authors are identified and examined: the technology of theology; the increasing interconnectedness of social, political and economic forces; and the interfacing of scientific, humanistic and spiritual domains.","Fashion, Globalization, Politics, Economics, History, Creativity","MCB UP Ltd","Published: 2002, Start page: 4"
"1551256614-578","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/12/2","Computer‐assisted roadmapping: a case study in energy research","https://www.emeraldinsight.com/doi/full/10.1108/14636681011035726","Computer‐assisted roadmapping: a case study in energy research","Yuya Kajikawa  (Assistant Professor at the Innovation Policy Research Center, Institute of Engineering Innovation, Graduate School of Engineering, The University of Tokyo, Tokyo, Japan and Department of Technology Management for Innovation, School of Engineering, The University of Tokyo, Tokyo, Japan)","This research was partially supported by a New Energy and Industrial Technology Development Organization (NEDO) Grant for Industrial Technology Research (09D47001a). This research was also supported by a Ministry of Education, Science, Sports and Culture (MEXT) Grant‐in‐Aid for Young Scientists (B) (21700266).Received: 8 December 2009. Revised: 8 January 2010. Accepted: 8 January 2010.","Purpose – The aim of this paper is to develop a methodology of computer‐assisted roadmapping to supplement an expert‐based approach, which is time‐consuming and subjective.
Design/methodology/approach – A computer‐based approach using citation network analysis is used to depict technology trends, and build the first draft of science and technology roadmaps. A case study in energy research is performed, and emerging research domains are tracked in it by citation network analysis.
Findings – The analysis confirms that the fuel cell and solar cell are rapidly growing domains in energy research. The detailed research structures were investigated further by clustering. Each citation cluster has characteristic research topics, and there is a variety of growth trends among the clusters.
Research limitations/implications – Constructing a corpus to analyze is not an easy task and one that affects the results, and therefore further research to evaluate the adequacy and validity of the corpus before citation network analysis is necessary. Including patents and analyzing relationships between academic papers and patents for roadmapping is a challenging future research topic.
Practical implications – While science and technology roadmaps are an attractive tool in R&D management and have been widely used, they are typically constructed by gathering and stimulating expert opinion and therefore highly time‐consuming. As demonstrated in this paper, a computer‐based approach using citation network analysis is a powerful tool to support roadmapping. By using the approach, planners and R&D managers can make decisions on effective investment in promising and emerging technologies, especially under circumstances of limited resources with the broader coverage of scientific and technological research.
Originality/value – By using citation network analysis, we can track emerging research domains among a range of publications efficiently and effectively.","Research paper","Published: 2010, Start page: 4"
"1551257474-882","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/19/2","Global energy challenges and the national economy: stress scenarios for Russia","https://www.emeraldinsight.com/doi/full/10.1108/FS-06-2016-0026","Global energy challenges and the national economy: stress scenarios for Russia","Ilya Kuzminov ,  (Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Moscow, Russia)","This study provides the technological changes in the global energy sector from the frequently neglected perspective of their potential destructive impact on the Russian economy showing four stress scenarios: collapse of oil prices, gas abundance, radical de-carbonisation, and hydrogen economy.","PurposeThis paper aims to study the ongoing and emerging technological changes in the global energy sector from the frequently neglected perspective of their potential destructive impact on the Russian economy.Design/methodology/approachHaving reviewed existing global energy forecasts made by reputable multilateral and national government agencies, major energy corporations and specialised consulting firms, the authors noticed that most of them are by and large based on the extrapolation of conventional long-term trends depicting gradual growth of fossil fuels’ demand and catching-up supply. Unlike this approach, the paper focuses on the possible cases when conventional trends are broken, supply–demand imbalances become huge and the situation in the global energy markets is rapidly and dramatically changing with severe consequences for the Russian economy, seriously dependent on fossil fuels exports. Revealing these stress scenarios and major drivers leading to their realisation are in the focus of the research. Based on the Social, Technological, Economic, Environmental, Political, Values (analytical framework) (STEEPV) approach, the authors start from analysing various combinations of factors capable to launch stress scenarios for the Russian economy. Formulating concrete stress scenarios and assessing their negative impact on the Russian economy constitute the next step of the analysis. In conclusion, the paper underlines the urgency to integrate stress analysis related to global energy trends into the Russian national systems of technology foresight and strategic planning, which are now in the early stages of development.FindingsThe analysis of global energy market trends and various combinations of related economic, political, technological and ecological factors allowed to formulate four stress scenarios particularly painful for the Russian economy. They include the currently developing scenario “Collapse of oil prices”, and three potential ones: “Gas abundance”, “Radical de-carbonisation” and “Hydrogen economy”. One of the most important conclusions of the paper is that technology-related drivers are playing the leading role in stress scenario realisation, but it is usually a specific combination of other drivers (interlacing with technology-related factors) that could trigger the launch a particular scenario.Research limitations/implicationsThis study’s approach is based on the assumption that Russia’s dependence on hydrocarbons exports as one of the main structural characteristics of the Russian economy will remain intact. However, for the long-term perspective, this assumption might not hold true. So, new research will be needed to review the stress scenarios within the context of radical diversification of the Russian economy.Practical implicationsThis paper suggests a number of practical steps aimed at introducing stress analysis as one of the key functions within the energy-related sectoral components of the Russian national systems of technology forecasting and strategic planning.Originality/valueThe novelty of this paper is determined both by the subject of the analysis and approach taken to reveal it. In contrast to most of research in this area, the main focus has been moved from the opportunities and potential benefits of contemporary technology-related global energy shifts to their possible negative impact on the national economy. Another important original feature of the approach is that existing global energy forecasts are used only as a background for core analysis centred around the cases when conventional energy trends are broken.","Research Paper","Published: 2017, Start page: 85"
"1551255522-196","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/4/5","Creating a better world: 15 global challenges","https://www.emeraldinsight.com/doi/full/10.1108/14636680210453155","Creating a better world: 15 global challenges","Jerome C. Glenn  (Jerome C. Glenn (e‐mail: jglenn@igc.org) is Director, with the Millennium Project, American Council for the UN University, Washington, DC, USA.)","This article is an edited version of Chapter 1 of the Millennium Project’s 2002 State of the Future, published by the American Council for the United Nations University. Copies can be ordered from the Millennium Project, AC/UNU, 4421 Garrison Street, NW, Washington, DC 20016, USA (Tel/Fax: +1 202‐686‐5179; E‐mail acunu@igc.org; http://www.millennium‐project.org). The authors thank the participants and especially the Millennium Project Nodes who are essential for the success of the project.","The world is increasingly complex and the most serious challenges are global in nature. Questions to do with sustainable and equitable development, democratic change, terrorism and transnational crime, for instance, require collaborative action among governments, international organizations, corporations, universities, and nongovernmental organizations. This article, which describes 15 global challenges compiled as part of the Millennium Project’s 2002 State of the Future report, assesses the global and local prospects for humanity.","Conceptual paperResearch paper","Published: 2002, Start page: 9"
"1551256965-707","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/15/2","Critical uncertainties in time: an experiment in method","https://www.emeraldinsight.com/doi/full/10.1108/14636681311321103","Critical uncertainties in time: an experiment in method","Allan W. Shearer  (Based at The University of Texas at Austin, Austin, Texas, USA)","Received 13 June 2011. Revised 12 November 2011. 20 February 2012. 2 May 2012. Accepted 18 July 2012. This work was funded by the US Marine Corps through contract no. DAMD 17‐00‐2‐0052.","Purpose – The purpose of this paper is to describe an experiment that asked what kinds of scenarios are perceived as more informative to managers in light of current decisions: scenarios that describe how critical uncertainties might develop; or, scenarios that describe what might happen if the critical uncertainties did, indeed, develop.
Design/methodology/approach – Using a commonly identified set of opinions (pending decisions, actors of influence, persistent trends, a surprise‐free scenario, and two critical uncertainties), participants were divided into two sub‐groups, each of which developed a set of scenarios. Sub‐group A articulated futures that described how the critical uncertainties might emerge. Sub‐group B articulated futures that described what might follow if the same critical uncertainties developed.
Findings – Sub‐group A believed their individual scenarios were slightly more logically comprehensible and that their set of scenarios better captured the range of concerns relevant to their pending decisions. Additionally, Sub‐group B scored the jointly created surprise‐free scenario to be less logically comprehensible than Sub‐group A.
Practical implications – This article suggests that some managers may find it challenging to see the relevance in temporally distant and uncertain futures into their decision‐making activities. Therefore, those involved in strategic planning may find it productive to connect these uncertain futures to the present.
Originality/value – This experiment contributes empirical support to the importance of connecting future events to the present day for engaging scenario users.","Research paper","Published: 2013, Start page: 79"
"1551255250-103","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/3/2","Mutually assured development: national security in the information society","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803076","Mutually assured development: national security in the information society","Stephen E. Noerper  (223 Hawk Ridge Drive, Winston‐Salem, NC 27103, USA)","Resistance is useless: the information society is sweeping the world, subverting official channels and rewriting the international relations rulebook. There’s nothing for governments to do but wait until the dust settles. In the meantime, maybe they will come to see that informed citizens are better than ignorant ones, and that openness and not secrecy is the key to world peace.","Information society, Security, International trade","MCB UP Ltd","Published: 2001, Start page: 95"
"1551256527-546","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/11/5","Futures schools of thought within the integral futures framework","https://www.emeraldinsight.com/doi/full/10.1108/14636680910994978","Futures schools of thought within the integral futures framework","Dennis Ray Morgan  (Hankuk University of Foreign Studies, Mohyeon‐myeon, South Korea)","This paper presents the views of an expert and does not necessarily reflect those of the Editor, the Editorial Board members or Emerald. It has been published in Foresight as an opinion piece and is completely separate from the double‐blind peer review process the journal operates.","Purpose – This paper aims to expand on the findings of the SOPIFF project by identifying eight futures schools of thought, and then analyze and critique these through the integral futures (IF) framework. This paper, Part I, also aims to focus on the upper quadrants of the IF framework.
Design/methodology/approach – The paper adapts Wilber's integral theory to clarify various philosophical orientations towards the future. It also adapts Polak's approach to futures as a matter of “social critique and reconstruction”; however, here the approach is global, civilizational, and integral, so it proposes civilizational critique and integral reconstruction as a method for evaluating futures schools of thought.
Findings – The IF framework has proved to be a valuable theoretical and analytical tool since it clarifies not only orientations to the future but also demonstrates the dynamic lines of development and interactions throughout all four quadrants, illustrating how the four‐quadrant approach is an effective framework for understanding the crisis of civilization and the response needed at this time in history to bring about a preferred future.
Research implications/limitations – The paper draws and expands upon the findings of the SOPIFF project as a way to better understand the “global problematique.” Thus, this paper suggests some implications of that research and proposes the integral futures framework as a way to interpret research findings. Future research should attempt to develop and apply the IF framework similarly in order to realize a sustainable, integrally‐informed image of the future of human civilization.
Practical implications – An integrally‐informed approach to futures and foresight studies should help develop and improve futures methodology/practices in general. The IF framework helps to understand philosophical orientations underlying practices and applications.
Originality/value – This application of the IF framework to various mainstream futures schools of thought is original. It should help futurists to see and interpret the bigger picture regarding images of the future in a civilizational context by revealing the “crack” in the modern image of the future, how it relates to the current world crisis, and what is needed to heal the crack so that a new, more integrally‐informed, sustainable image of the future can emerge.","Viewpoint","Published: 2009, Start page: 6"
"1551256537-550","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/11/5","The state of play in the futures field: a metascanning overview","https://www.emeraldinsight.com/doi/full/10.1108/14636680910994932","The state of play in the futures field: a metascanning overview","Richard Slaughter  (Director, Foresight International, Indooroopilly, Australia)","© Richard A. Slaughter","Purpose – The paper aims to introduce the first iteration of an international research project into the “state of play” in the futures field (SoPiFF) using methodology developed at the Australian Foresight Institute (AFI).
Design/methodology/approach – The paper outlines the overall approach and the methods it employed, along with some implications and emerging themes from this first iteration.
Findings – The paper casts new light on patterns of activity in the futures/foresight arena that, in turn, lead to policy questions, including those of purpose and effectiveness.
Originality/value – The SoPiFF project is of interest not only for its early results, but also for the use of the metascanning methodology outlined here. At one level it draws attention to the nature of the foresight practitioner's toolkit. At another it may also help to guide decisions about future resourcing options and the nature of training that is offered within the domain.","Research paper","Published: 2009, Start page: 6"
"1551256299-461","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/9/6","Challenges in transdisciplinary technology foresight: cognition and robotics","https://www.emeraldinsight.com/doi/full/10.1108/14636680710837280","Challenges in transdisciplinary technology foresight: cognition and robotics","Birgitte Rasmussen  (Senior Scientist at the Technology Scenarios Research Programme, Systems Analysis Department, Risø National Laboratory, Technical University of Denmark, Roskilde, Denmark)","The authors gratefully acknowledge the Danish Ministry of Science, Technology and Innovation for permission to publish the work. They also thank the members of the Steering Group for their valuable contributions, and those who took the time to participate in, discuss and provide feedback on the broad survey, the workshops and the seminar.","Purpose – The purpose of this paper is to report on experiences and reflect on challenges in transdisciplinary technology foresight as exemplified by cognition and robotics research.
Design/methodology/approach – The study was conducted as a broad transdisciplinary process involving users and producers of robot technology solutions as well as scientists and other experts in cognition and robotics. Transdisciplinarity is understood as the transcendence of disciplinary modes together with the involvement and participation of non‐scientists in problem formulation and knowledge provision. The study focuses on the possibilities for innovation at the crossroads where robotics and cognition meet.
Findings – The paper reflects on the following methodological issues: medium‐ and long‐term research and innovation possibilities and barriers in a transdisciplinary context; the classification and framing of transdisciplinary fields; the facilitation of technology foresight processes; and the trustworthiness of the foresight process and its recommendations.
Practical implications – The results have been disseminated among relevant advisory and grant‐awarding bodies within research and innovation, relevant knowledge institutions and universities, and companies on both the development and user sides of the technologies.
Originality/value – The paper contributes to European experiences on national‐level foresight exercises. The conceptual findings of the case study are of value to science and innovation policy makers, foresight practitioners and scholars within the field.","Case study","Published: 2007, Start page: 3"
"1551257312-825","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 6","https://www.emeraldinsight.com/toc/fs/17/6","Understanding multiple aspects of present space with the help of future scenarios: the case of Izmir, Turkey","https://www.emeraldinsight.com/doi/full/10.1108/FS-09-2014-0057","Understanding multiple aspects of present space with the help of future scenarios: the case of Izmir, Turkey","Abdul Khakee   (Department of Planning & Environment, Royal Institute of Technology, Stockholm, Sweden)","The authors would like to thank Professor Angela Barbanente who initially participated in this article project but had to give up owing to pressure of work as the deputy governor of Apulia Region and Professor Dino Borri who as coordinator of the European Union-financed Concerted Action provided a congenial milieu for theoretical as well as methodological discussion. They would also like to thank the anonymous referees of this journal for valuable comments. Finally, they would like to dedicate this paper to the memory of late Professor Umit Erdem (Ege University, Izmir) who not only helped them to organise the future workshop but also let them enjoy traditional Turkish hospitality.","Decision-making, Environmental management, Democracy, Creative thinking, Governance, Strategic planning","The authors would like to thank Professor Angela Barbanente who initially participated in this article project but had to give up owing to pressure of work as the deputy governor of Apulia Region and Professor Dino Borri who as coordinator of the European Union-financed Concerted Action provided a congenial milieu for theoretical as well as methodological discussion. They would also like to thank the anonymous referees of this journal for valuable comments. Finally, they would like to dedicate this paper to the memory of late Professor Umit Erdem (Ege University, Izmir) who not only helped them to organise the future workshop but also let them enjoy traditional Turkish hospitality.","Published: 2015, Start page: 545"
"1551256104-395","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/8/3","Modernization, Culture Change and Democracy: The Human Development Sequence","https://www.emeraldinsight.com/doi/full/10.1108/14636680610668081","Modernization, Culture Change and Democracy: The Human Development Sequence","Andy Hines  (University of Houston, Houston, Texas, USA)","null","2006/1","Cambridge University Press","Published: 2006, Start page: 3"
"1551256225-436","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/9/2","What if? Alternative histories and their future implications","https://www.emeraldinsight.com/doi/full/10.1108/14636680710737740","What if? Alternative histories and their future implications","Jacques Richardson  (A member of foresight's editorial board)","null","History, Cause and effect analysis","Emerald Group Publishing Limited","Published: 2007, Start page: 3"
"1551256338-475","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/10/2","The future of leadership: the art of leading people in a “post‐managerial” environment","https://www.emeraldinsight.com/doi/full/10.1108/14636680810869662","The future of leadership: the art of leading people in a “post‐managerial” environment","Tom Karp  (Associate Professor at Oslo School of Management, Oslo, Norway.)","Received 10 December 2007Accepted 21 January 2008","Purpose – The purpose of this paper is to explore the future concept of leadership. The paper argues a view of leadership in organisations as a shared social influence process of relating, thus challenging mainstream approaches to leadership and the emphasis on leadership as a specialized role.
Design/methodology/approach – Conceptual discussion
Findings – It is suggested herein that the central acts of leadership in the future will be to focus on the emergence of identity and relationships. It is contended that current paradigms of leadership are limited as they assert leadership as a role with fundamental influence over command and control enabling the design of appropriate interventions for future organisational success. This is not consistent with reality in most organisations today, and will be even less consistent in a near future with added complexity. Therefore a future view of leadership is proposed by paying attention to how leadership may be better understood as an emergent phenomenon when people interact.
Research limitations/implications – The research is conceptual in its nature, and not grounded in empirical evidence. Further research work is needed in order to formalize a full leadership theory.
Practical implications – Leaders must then take better account of how identity and relations emerges to understand what constitute leadership – by viewing leadership as a shared social influence process of relating. For a leader this necessitates acknowledging feelings of not being in control as crucial to the leadership process; enables followers to experience their ability and find their way to act in the moment.
Originality/value – The article challenges the current mainstream paradigm of leadership and its powerbase. Its primary value lies in how one thinks of leadership – as position or as something being emergent/dynamic/not in control.","Conceptual paper","Published: 2008, Start page: 3"
"1551255624-232","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/5/3","Leaders Talk Leadership: Top Executives Speak Their Minds","https://www.emeraldinsight.com/doi/full/10.1108/fs.2003.5.3.54.1","Leaders Talk Leadership: Top Executives Speak Their Minds","Bruce Lloyd  (Professor of Strategic Management, South Bank University 5lloydb@sbu.ac.uk4)","null","Leaders Talk Leadership: Top Executives Speak Their Minds Stephen A. Miles and Meredith D. Ashby (Editors)","2002","Published: 2003, Start page: 3"
"1551255479-181","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/4/4","Publications","https://www.emeraldinsight.com/doi/full/10.1108/fs.2002.27304dae.001","Publications","Clement Bezold,","null","Emerald Group Publishing Limited","null","Published: 2002, Start page: 4"
"1551257385-851","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/18/4","Forethought in designing corporate strategy","https://www.emeraldinsight.com/doi/full/10.1108/FS-02-2016-0006","Forethought in designing corporate strategy","Jacques G. Richardson ,  (Decision+Communication, Authon la Plaine, France)","null","Emerald Group Publishing Ltd","£40","Published: 2016, Start page: 1"
"1551256328-471","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 2","https://www.emeraldinsight.com/toc/fs/10/2","Fateful Choices: Ten Decisions that Changed the World, 1940‐1941","https://www.emeraldinsight.com/doi/full/10.1108/14636680810869707","Fateful Choices: Ten Decisions that Changed the World, 1940‐1941","Jacques Richardson  ((member of foresight's editorial board))","null","Fateful Choices: Ten Decisions that Changed the World, 1940‐1941 Ian Kershaw","New York","Published: 2008, Start page: 3"
"1551256484-530","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/11/3","Indispensable to sound strategy: trust and confidence in the planner","https://www.emeraldinsight.com/doi/full/10.1108/14636680910963945","Indispensable to sound strategy: trust and confidence in the planner","Jacques Richardson  (Based at Decision+ Communication, Authon la Plaine, France)","Received: 21 January 2009, Revised: 3 February 2009, Accepted: 20 February 2009.","Purpose – The objective of this paper is to probe the extent of confidence and trust in oneself, in others, and in the future when devising plans and strategy.
Design/methodology/approach – The paper evokes specific incidents, past and present, marking the bases of confidence sustained, abandoned, or disregarded.
Findings – This paper presents examples of outcomes that may be overlaid on readers' current exercises in planning or scenario development.
Originality/value – This is an example of the continuing value of analyses in retrostrategy: understanding how/why a future‐oriented scheme is succeeding, failing, or having indifferent effect.","Research paper","Published: 2009, Start page: 4"
"1551255684-252","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/5/5","Healthcare 2025: alternative views and underlying values","https://www.emeraldinsight.com/doi/full/10.1108/14636680310507271","Healthcare 2025: alternative views and underlying values","William R. Rowley  (William R. Rowley is Senior Futurist at the Institute for Alternative Futures, Alexandria, Virginia, USA.  E‐mail: BRowley@altfutures.com)","This article describes the development of scenarios to stimulate public dialog concerning healthcare values. Different values lead to different futures. America’s current healthcare system has serious difficulties and must be transformed, but the underlying problems will not be addressed until the public has enough understanding to develop a consensus on the values it desires in a new system that meets societal needs. Value driven scenarios can help by illustrating the consequences of different alternatives and thereby stimulating thinking about key value‐driven components that must be included for a functional and sustainable solution.","Health and safety, Values, Forward planning","MCB UP Ltd","Published: 2003, Start page: 3"
"1551255284-115","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/3/3","The role of nuclear power in the hydrogen fuel cell economy","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680110803102","The role of nuclear power in the hydrogen fuel cell economy","Berol Robinson  (1 rue du Général Gouraud, F‐92190 Meudon, France)","A clean motor car that emits only water vapour – it makes great PR, but the hydrogen to fuel it still has to be produced and distributed. Production requires a lot of energy, generated by ordinary power plants, and distribution requires a new infrastructure. Nuclear power may be a bête noir for some environmentalists, but others now see it as the only way to make the 21st century truly “green”.","Nuclear industry, Environmental impact, Industrial applications","MCB UP Ltd","Published: 2001, Start page: 163"
"1551256111-398","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/8/3","Identifying systems' new initial conditions as influence points for the future","https://www.emeraldinsight.com/doi/full/10.1108/14636680610668054","Identifying systems' new initial conditions as influence points for the future","Mika Aaltonen  (Development Director based at the Finland Futures Research Centre, Helsinki, Finland)","null","Research methods, Complexity theory, Adaptive system theory","Emerald Group Publishing Limited","Published: 2006, Start page: 3"
"1551257402-857","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 4","https://www.emeraldinsight.com/toc/fs/18/4","Coping with strategic uncertainty: framework development and scenario derivation for a JV decision in the Russian truck industry","https://www.emeraldinsight.com/doi/full/10.1108/FS-01-2016-0002","Coping with strategic uncertainty: framework development and scenario derivation for a JV decision in the Russian truck industry","Jens Winkler ,  (University of St. Gallen, St. Gallen, Switzerland)","null","Emerging markets, Truck industry, Russia, Scenario analysis, Information processing, Delphi","Emerald Group Publishing Limited","Published: 2016, Start page: 1"
"1551255188-82","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 5","https://www.emeraldinsight.com/toc/fs/2/5","Emerging economic sectors in the third millennium: life sciences to dominate US economy by 2100","https://www.emeraldinsight.com/doi/pdfplus/10.1108/14636680010802843","Emerging economic sectors in the third millennium: life sciences to dominate US economy by 2100","Graham T.T. Molitor  (Public Policy Forecasting, 9208 Wooden Bridge Road, Potomac, MA 20854, USA)","This article, third in a series of six, describes Life Sciences Era activities. Life sciences, rapidly gaining momentum, will begin to dominate US economic activity by 2100, then predominate well into the following century (see Figure 1). Massive advances will follow as the 140 000 genes, and 3 billion molecular units (base pairs) comprising the human genome are plotted in rough draft before 2001, and definitively charted by 2003. Once laid out, comprehending genetic patterns provides the means to govern many of the 75 trillion parts in every human.","Genetic engineering, Biotechnology, USA","MCB UP Ltd","Published: 2000, Start page: 453"
"1551255634-236","https://www.emeraldinsight.com/loi/fs?expanded=v1&expanded=v2097&expanded=v16","Issue 3","https://www.emeraldinsight.com/toc/fs/5/3","Nuclear power for the twenty‐first century","https://www.emeraldinsight.com/doi/full/10.1108/14636680310485203","Nuclear power for the twenty‐first century","Marvin B. Schaffer  (Marvin B. Schaffer is Senior Physical Scientist with the RAND Corporation, Santa Monica, California, USA. Email: marvschaffer1@earthlink.net)","Improved nuclear reactor configurations that address major concerns of environmentalists and safety analysts are discussed. In addition to social acceptance, these new modes of power generation have economic potential to become the dominant producers of energy in the twenty‐first century. The class of power generation with this promise is the high temperature gas reactor (HTGR); the variant we focus on is the pebble‐bed modular reactor (PBMR). We also focus on using nuclear power as an energy source for desalinating seawater. Finally, the case is made that HTGR reactors are ideal for supplying the high‐temperature heat needed for manufacturing molecular hydrogen, a leading candidate for clean fuel consumption. These three themes are developed in a broad context with the objective of recommending policy actions dealing with global warming, public health, and economic opportunity.","Nuclear power, Water, Hydrogen,  Fuel consumption, Public health","MCB UP Ltd","Published: 2003, Start page: 3"
