"","word1","word2","n"
"2283","form","electronic",1
"2284","form","networks",1
"2285","formal","level",1
"2286","formal","qualifications",1
"2287","formalized","structure",1
"2288","formed","democracies",1
"2289","fortean","approach",1
"2290","forthcoming","futures",1
"2291","forthcoming","issue",1
"2292","fortress","world",1
"2293","forum","eaf",1
"2294","forum","january",1
"2295","forward","studies",1
"2296","fossil","fuel",1
"2297","foster","resource",1
"2298","found","prosperity",1
"2299","foundation","0618265",1
"2300","foundation","chairman",1
"2301","foundation","finnish",1
"2302","foundation","www.futurists.net.au",1
"2303","foundational","document",1
"2304","founding","director",1
"2305","fountain","head",1
"2306","fourastié","1907",1
"2307","fourastié’s","hypothesis",1
"2308","fourastié’s","vision",1
"2309","fourth","article",1
"2310","fragmented","nature",1
"2311","fragmented","world",1
"2312","framework","helps",1
"2313","framework","program",1
"2314","framework’s","social",1
"2315","frameworks","edward",1
"2316","france","italy",1
"2317","france’s","nuclear",1
"2318","francis","cripps",1
"2319","francisco","california",1
"2320","frank","cass",1
"2321","frank","furedi",1
"2322","frank","vantongeren",1
"2323","fraunhofer","ipa",1
"2324","frederick","leslie",1
"2325","freedom","human",1
"2326","french","futurist",1
"2327","frenzy","calm",1
"2328","frequently","accompanies",1
"2329","frequently","failures",1
"2330","frequently","neglected",1
"2331","fresh","meaning",1
"2332","friendly","lifestyles",1
"2333","friends","colleagues",1
"2334","fruitful","cooperation",1
"2335","fta","conference",1
"2336","fuel","consumption",1
"2337","fuel","era",1
"2338","fukuyama","postulate",1
"2339","fulfil","deep",1
"2340","fumee","network",1
"2341","function","inside",1
"2342","functional","relationship",1
"2343","fund","convergence",1
"2344","fund","otka",1
"2345","fund","programme",1
"2346","fundação","para",1
"2347","fundamental","criticisms",1
"2348","fundamental","factors",1
"2349","fundamental","laws",1
"2350","fundamental","premises",1
"2351","fundamental","skill",1
"2352","funded","alliance",1
"2353","funded","project",1
"2354","funding","numerous",1
"2355","funding","project",1
"2356","future","application",1
"2357","future","applications",1
"2358","future","based",1
"2359","future","business",1
"2360","future","cd",1
"2361","future","communications",1
"2362","future","competitiveness",1
"2363","future","conflicts",1
"2364","future","crimes",1
"2365","future","developed",1
"2366","future","disasters",1
"2367","future","environments",1
"2368","future","eu",1
"2369","future","experience",1
"2370","future","falls",1
"2371","future","futures",1
"2372","future","genomics",1
"2373","future","global",1
"2374","future","ideas",1
"2375","future","imbedded",1
"2376","future","international",1
"2377","future","longevity",1
"2378","future","means",1
"2379","future","national",1
"2380","future","oxford",1
"2381","future","path",1
"2382","future","paths",1
"2383","future","peaceful",1
"2384","future","requires",1
"2385","future","robust",1
"2386","future","scorecard",1
"2387","future","shape",1
"2388","future","socio",1
"2389","future","strategies",1
"2390","future","studies",1
"2391","future","technology",1
"2392","future","tensions",1
"2393","future","wars",1
"2394","future","whilst",1
"2395","future","workshop",1
"2396","future","world",1
"2397","future","worlds",1
"2398","futures","academy",1
"2399","futures","america’s",1
"2400","futures","analysis",1
"2401","futures","annual",1
"2402","futures","approach",1
"2403","futures","community",1
"2404","futures","conference",1
"2405","futures","cosponsored",1
"2406","futures","field",1
"2407","futures","focus",1
"2408","futures","foundation",1
"2409","futures","function",1
"2410","futures","iaf",1
"2411","futures","methodologies",1
"2412","futures","methodology",1
"2413","futures","network",1
"2414","futures","orientated",1
"2415","futures","oriented",1
"2416","futures","oslo",1
"2417","futures","practitioners",1
"2418","futures","programme",1
"2419","futures","requires",1
"2420","futures","researchers",1
"2421","futures","scenarios",1
"2422","futures","study",1
"2423","futures","tools",1
"2424","futures","vol",1
"2425","futuribles","authors",1
"2426","futurist","colleagues",1
"2427","futurist","howlers",1
"2428","futurist","jean",1
"2429","futurist","signature",1
"2430","futurist","thinking",1
"2431","futuristic","efforts",1
"2432","futurists","apf",1
"2433","futurists","scholars",1
"2434","fuzzy","topsis",1
"2435","g18","g28the",1
"2436","g28the","authors",1
"2437","gain","wide",1
"2438","gaining","momentum",1
"2439","gains","equally",1
"2440","gas","abundance",1
"2441","gas","reactor",1
"2442","gates","foundation",1
"2443","gathering","society",1
"2444","gavigan","ipts",1
"2445","gaziantep","province",1
"2446","gdp","jobs",1
"2447","geiss","dg",1
"2448","gender","difference",1
"2449","gender","differences",1
"2450","gene","becker",1
"2451","général","du",1
"2452","generalized","indispensable",1
"2453","generation","ago",1
"2454","generation","task",1
"2455","generational","age",1
"2456","generational","data",1
"2457","generational","differences",1
"2458","generational","literature",1
"2459","generational","ruler",1
"2460","generational","values",1
"2461","generations","traditional",1
"2462","generic","field",1
"2463","generous","commitment",1
"2464","generous","grant",1
"2465","generously","responded",1
"2466","genes","environment",1
"2467","genetic","codes",1
"2468","genetic","defects",1
"2469","genetic","manipulation",1
"2470","genetic","patterns",1
"2471","genetic","profiles",1
"2472","genetics","causing",1
"2473","genome","canada",1
"2474","genome","project",1
"2475","genomic","applications",1
"2476","genomics","field",1
"2477","genomics","institute",1
"2478","gentle","editorial",1
"2479","geocultural","characteristics",1
"2480","geoffrey","brooke",1
"2481","geography","political",1
"2482","geography","specific",1
"2483","geopolitical","forecasts",1
"2484","georg","simmel",1
"2485","georgetown","university",1
"2486","ghazinouri","nazemi",1
"2487","giant","china",1
"2488","gigawatts","capacity",1
"2489","giving","access",1
"2490","global","actors",1
"2491","global","agriculture",1
"2492","global","community",1
"2493","global","consensus",1
"2494","global","consumers",1
"2495","global","cultivation",1
"2496","global","cultural",1
"2497","global","development",1
"2498","global","developments",1
"2499","global","energy",1
"2500","global","fintech",1
"2501","global","forest",1
"2502","global","future",1
"2503","global","futures",1
"2504","global","government",1
"2505","global","imperative",1
"2506","global","markets",1
"2507","global","mind",1
"2508","global","organized",1
"2509","global","planning",1
"2510","global","scenarios",1
"2511","global","scientific",1
"2512","globalization","militarization",1
"2513","globalization","organized",1
"2514","globalizing","process",1
"2515","gm","2040",1
"2516","gm","crops",1
"2517","goals","participation",1
"2518","god","visited",1
"2519","godet","reacts",1
"2520","goldilocks","economy",1
"2521","gouin","coordinator",1
"2522","govern","evolution",1
"2523","governance","capacities",1
"2524","governance","model",1
"2525","governance","project",1
"2526","governance","subjects",1
"2527","governance","worldwide",1
"2528","government","business",1
"2529","government","communications",1
"2530","government","data",1
"2531","government","income",1
"2532","government","level",1
"2533","government","levels",1
"2534","government","officers",1
"2535","government's","departments",1
"2536","governmental","intelligence",1
"2537","governmental","networks",1
"2538","governmental","power",1
"2539","governments","organisations",1
"2540","graduate","students",1
"2541","grand","scale",1
"2542","grant","1355",1
"2543","grant","agreement",1
"2544","grant","awarded",1
"2545","grant","cud",1
"2546","grant","res",1
"2547","grant","sa",1
"2548","grant","support",1
"2549","grant","z07001000560709",1
"2550","granted","richard",1
"2551","granted","weakening",1
"2552","grassroots","subjugating",1
"2553","greatly","improved",1
"2554","greatly","shifted",1
"2555","green","energy",1
"2556","green","power",1
"2557","green","products",1
"2558","green","shift",1
"2559","greener","energy",1
"2560","greenhouse","gases",1
"2561","greg","tegart",1
"2562","gregory","jordan",1
"2563","gripped","russia",1
"2564","ground","shifting",1
"2565","grounded","discussion",1
"2566","grounded","speculations",1
"2567","grow","business",1
"2568","growing","complexity",1
"2569","growing","demand",1
"2570","growing","expectations",1
"2571","growing","importance",1
"2572","growth","anticipating",1
"2573","growth","economics",1
"2574","growth","performance",1
"2575","growth","sectors",1
"2576","growth","trend",1
"2577","gstoehl","nathalie",1
"2578","guaranteed","outcome",1
"2579","guess","extrapolation",1
"2580","guiding","future",1
"2581","guiding","public",1
"2582","gulf","war",1
"2583","guttmann","louise",1
"2584","haggard","1951",1
"2585","hakim","ben",1
"2586","hall","proposes",1
"2587","hammouda","patrick",1
"2588","hand","advocates",1
"2589","hand","paul",1
"2590","handle","natural",1
"2591","hannover","fatronic",1
"2592","hannu","schadewitz",1
"2593","hanzlik","tarik",1
"2594","harbir","singh",1
"2595","hard","times",1
"2596","harm","efforts",1
"2597","harmonizing","international",1
"2598","harnessing","nanotechnologies",1
"2599","harvard","ruschlikon",1
"2600","hassan","masum",1
"2601","hawaii","annual",1
"2602","hawaii","wrote",1
"2603","hawaii’s","current",1
"2604","hayward","richard",1
"2605","hazard","evaluation",1
"2606","hazel","henderson",1
"2607","health","cmvh",1
"2608","health","democracy",1
"2609","health","environmental",1
"2610","health","sector",1
"2611","health","service",1
"2612","health","workshop",1
"2613","healthcare","system",1
"2614","healthcare","values",1
"2615","healthy","megacities",1
"2616","healthy","megacity",1
"2617","heating","transformation",1
"2618","heaven","haggard",1
"2619","hegemonic","commodity",1
"2620","hegemonic","role",1
"2621","hegemony","threatening",1
"2622","heidari","esmaeilzadeh",1
"2623","heightened","conflict",1
"2624","heightened","uncertainty",1
"2625","heiko","prange",1
"2626","heiko","von",1
"2627","held","responsible",1
"2628","held","supposition",1
"2629","helping","government",1
"2630","helsinki","finland",1
"2631","heralded","report",1
"2632","heretofore","unrealized",1
"2633","hideg","phd",1
"2634","hierarchical","power",1
"2635","highly","differentiated",1
"2636","hintzen","university",1
"2637","historic","accomplishment",1
"2638","historical","developments",1
"2639","historical","events",1
"2640","historical","nexuses",1
"2641","historically","low",1
"2642","histories","illustrating",1
"2643","history","sustainability",1
"2644","history's","unfolding",1
"2645","hit","home",1
"2646","hofstede's","model",1
"2647","holistic","view",1
"2648","home","scientific",1
"2649","hong","kong",1
"2650","honolulu","hawaii",1
"2651","hopeful","view",1
"2652","horizon","scanning",1
"2653","hospitality","entertainment",1
"2654","hottovy","retired",1
"2655","hour","treadmill",1
"2656","hour’s","drive",1
"2657","households","describing",1
"2658","housing","cheap",1
"2659","howlers","spanning",1
"2660","hse","www.hse.ru",1
"2661","hshinchu","science",1
"2662","htgr","reactors",1
"2663","http","fms.jrc.es",1
"2664","http","millennium",1
"2665","http","publications.jrc.ec.europa.eu",1
"2666","http","www.millennium",1
"2667","huge","improvements",1
"2668","human","affairs",1
"2669","human","approach",1
"2670","human","civilizational",1
"2671","human","cloning",1
"2672","human","comprehension",1
"2673","human","consciousness",1
"2674","human","embryos",1
"2675","human","experience",1
"2676","human","insecurity",1
"2677","human","intelligence",1
"2678","human","issues",1
"2679","human","liberal",1
"2680","human","minds",1
"2681","human","networks",1
"2682","human","population",1
"2683","human","race",1
"2684","human","resources",1
"2685","human","roles",1
"2686","human","service",1
"2687","human","species",1
"2688","human","technology",1
"2689","human","worth",1
"2690","humane","future",1
"2691","humanitarian","assistance",1
"2692","humanity’s","relationship",1
"2693","hundred","nuclear",1
"2694","hungarian","scientific",1
"2695","hydrogen","economy",1
"2696","ic","design",1
"2697","ict","based",1
"2698","ict","development",1
"2699","ict","investment",1
"2700","ict","products",1
"2701","ict","regional",1
"2702","ict","revolution",1
"2703","ict","sector",1
"2704","ict","technologies",1
"2705","ictaf","israel",1
"2706","icts","contributions",1
"2707","icts","due",1
"2708","ideas","expressed",1
"2709","identified","preferred",1
"2710","identified","specific",1
"2711","identifies","contemporary",1
"2712","identifies","scenarios",1
"2713","identifies","trends",1
"2714","identify","potential",1
"2715","identities","coming",1
"2716","ideological","chip",1
"2717","ideological","concerns",1
"2718","ideological","lines",1
"2719","ideology","application",1
"2720","ifa","conference",1
"2721","igc.org","http",1
"2722","igc.org","www.millennium",1
"2723","ignores","wealth",1
"2724","ill","informed",1
"2725","images","figures",1
"2726","imbedded","innovation",1
"2727","immaterial","information",1
"2728","immaterial","services",1
"2729","impact","demographic",1
"2730","impacts","aspects",1
"2731","imperative","europe",1
"2732","imperative","remains",1
"2733","imperialistic","adventures",1
"2734","implement","decisions",1
"2735","implementation","targets",1
"2736","implemented","successfully",1
"2737","implications","arising",1
"2738","implicit","throughout.disclaimer",1
"2739","importance","acceptability",1
"2740","importantly","scholarly",1
"2741","improved","decision",1
"2742","improved","education",1
"2743","improved","environmental",1
"2744","improved","futures",1
"2745","improved","nuclear",1
"2746","improving","anticipation",1
"2747","improving","forecast",1
"2748","incidentally","neglecting",1
"2749","include","financial",1
"2750","include","recreation",1
"2751","include","uncertainty",1
"2752","included","people",1
"2753","includes","benchmarking",1
"2754","includes","economic",1
"2755","including","land",1
"2756","including","scenario",1
"2757","income","support",1
"2758","increase","conclusions",1
"2759","increase","public",1
"2760","increase","substantially",1
"2761","increased","benefits",1
"2762","increased","competition",1
"2763","increased","complexity",1
"2764","increased","demands",1
"2765","increased","dominance",1
"2766","increasing","difficulties",1
"2767","increasing","due",1
"2768","increasing","health",1
"2769","increasing","individual",1
"2770","increasing","interchangeability",1
"2771","increasing","interconnectedness",1
"2772","increasing","power",1
"2773","increasing","role",1
"2774","increasing","society",1
"2775","increasing","threat",1
"2776","increasing","urbanization",1
"2777","increasingly","affect",1
"2778","increasingly","autonomous",1
"2779","increasingly","complex",1
"2780","increasingly","difficult",1
"2781","increasingly","drives",1
"2782","increasingly","produced",1
"2783","incubated","taliban",1
"2784","index","measures",1
"2785","indian","stakeholder",1
"2786","indicators","analysis",1
"2787","indicators","system",1
"2788","indispensable","assistance",1
"2789","indispensable","interdependencies",1
"2790","individual","autonomy",1
"2791","individual","citizens",1
"2792","individual","deeds",1
"2793","individual","level",1
"2794","individual","life",1
"2795","individual","lifetime",1
"2796","individual","lives",1
"2797","individuals","businesses",1
"2798","individuals","coupled",1
"2799","individuals","families",1
"2800","individuals","learning",1
"2801","industrial","relations",1
"2802","industrial","revolution",1
"2803","industrial","science",1
"2804","industrial","sectors",1
"2805","industrial","urbanization",1
"2806","industries","intellectual",1
"2807","industry","competitiveness",1
"2808","industry","environmental",1
"2809","industry","lacks",1
"2810","industry","partnership",1
"2811","industry","reluctant",1
"2812","industry","sectors",1
"2813","industry","social",1
"2814","inequality","poverty",1
"2815","inequality","sustainable",1
"2816","inevitable","futurist",1
"2817","inevitable","spread",1
"2818","inevitable","tensions",1
"2819","inexorable","decline",1
"2820","inextractable","dimension",1
"2821","influence","diagrams",1
"2822","influence","fiscal",1
"2823","influencing","memes",1
"2824","info","poor",1
"2825","info","rich",1
"2826","inform","government",1
"2827","inform","local",1
"2828","informal","sector",1
"2829","information","age",1
"2830","information","center",1
"2831","information","communicate",1
"2832","information","contained",1
"2833","information","machines",1
"2834","information","processing",1
"2835","information","security",1
"2836","information","services",1
"2837","information","society’s",1
"2838","information","technologies",1
"2839","informed","citizens",1
"2840","informed","consumer",1
"2841","infrastructure","nuclear",1
"2842","infrastructure","security",1
"2843","infrastructure","yields",1
"2844","infu","project",1
"2845","inhabit","time",1
"2846","inherent","cultures",1
"2847","inherently","uncomfortable",1
"2848","initial","aims",1
"2849","initial","conditions",1
"2850","initial","data",1
"2851","initial","expectations",1
"2852","initial","findings",1
"2853","initial","impetus",1
"2854","initially","participated",1
"2855","initiatives","intended",1
"2856","initiatives","solidarities",1
"2857","inn","river",1
"2858","innovation","grant",1
"2859","innovation","management",1
"2860","innovation","methodologies",1
"2861","innovation","study",1
"2862","innovation","technologies",1
"2863","innovation","university",1
"2864","innovations","generated",1
"2865","innovations","inspired",1
"2866","innovative","environment",1
"2867","innovative","ict",1
"2868","innovative","processes",1
"2869","innovative","products",1
"2870","innsbruck","alpbach’s",1
"2871","inorganic","worlds",1
"2872","inria","cetim",1
"2873","inside","today’s",1
"2874","insight","information",1
"2875","insightful","recommendations",1
"2876","inspection","regime",1
"2877","inspections","conducted",1
"2878","inspire","consumer",1
"2879","inspire","decision",1
"2880","inspired","social",1
"2881","inspiring","scenario",1
"2882","instantaneous","communication",1
"2883","institutional","dynamics",1
"2884","institutional","inheritance",1
"2885","institutional","potential",1
"2886","institutional","relationship",1
"2887","institutional","solutions",1
"2888","institutions","involved",1
"2889","institutions","structures",1
"2890","instituto","tecnológico",1
"2891","instructional","genetic",1
"2892","insurance","forum",1
"2893","integral","agenda",1
"2894","integral","model",1
"2895","integrate","forecasts",1
"2896","integrated","environmental",1
"2897","integrated","farming",1
"2898","integrated","global",1
"2899","integrated","knowledge",1
"2900","integrated","management",1
"2901","integrated","market",1
"2902","integrated","multilateral",1
"2903","integrated","parcel",1
"2904","integrated","planet",1
"2905","integrated","set",1
"2906","integrated","technologies",1
"2907","integrating","consumers",1
"2908","integrating","environmental",1
"2909","integrating","human",1
"2910","integration","leads",1
"2911","integration","separates",1
"2912","integration","synthesis",1
"2913","intégrée","sur",1
"2914","intellectual","assets",1
"2915","intellectual","concepts",1
"2916","intellectual","hegemony",1
"2917","intellectual","matters",1
"2918","intellectual","social",1
"2919","intelligence","advanced",1
"2920","intelligence","agencies",1
"2921","intelligence","ai",1
"2922","intelligence","community",1
"2923","intelligence","network",1
"2924","intelligence","programs",1
"2925","intelligence","promise",1
"2926","intensive","communication",1
"2927","intensive","economy",1
"2928","intensive","patterns",1
"2929","inter","generational",1
"2930","inter","related",1
"2931","interactive","knowledge",1
"2932","interactive","networks",1
"2933","interactive","society",1
"2934","interconnections","based",1
"2935","interdisciplinary","cyber",1
"2936","interface","electronic",1
"2937","intergenerational","perspective",1
"2938","intergenerational","solidarity",1
"2939","intergenerational","transfers",1
"2940","intermediary","role",1
"2941","internal","evolution",1
"2942","internally","consistent",1
"2943","international","accounting",1
"2944","international","agenda",1
"2945","international","coloquium",1
"2946","international","commerce",1
"2947","international","community",1
"2948","international","democracy",1
"2949","international","environmental",1
"2950","international","foresight",1
"2951","international","futures",1
"2952","international","law",1
"2953","international","migration",1
"2954","international","observatory",1
"2955","international","organization",1
"2956","international","security",1
"2957","international","seminars",1
"2958","international","standards",1
"2959","international","surveys",1
"2960","international","system",1
"2961","internet","developments",1
"2962","internet","technology",1
"2963","internet","users",1
"2964","interrelated","challenges",1
"2965","interstate","warfare",1
"2966","interview","methods",1
"2967","interviews","conducted",1
"2968","intimacy","culture",1
"2969","intra","regional",1
"2970","introduce","unlearning",1
"2971","introduced","focusing",1
"2972","introducing","authors",1
"2973","introductory","article",1
"2974","invaluable","guidance",1
"2975","investment","financial",1
"2976","investment","opportunities",1
"2977","invite","synergy",1
"2978","involved","experts",1
"2979","involves","analysis",1
"2980","involves","finding",1
"2981","involves","sensitivity",1
"2982","involving","mastery",1
"2983","ioannis","maghiros",1
"2984","ion","ship",1
"2985","iot","indicating",1
"2986","iraq","underscores",1
"2987","ireland","domestic",1
"2988","ireland","responding",1
"2989","isbn","978",1
"2990","isolated","command",1
"2991","israel","project",1
"2992","issue","stimulated",1
"2993","issues","discussed",1
"2994","issues","linked",1
"2995","issues","opportunities",1
"2996","issues","surrounding",1
"2997","issues","tackled",1
"2998","ist","satisfy",1
"2999","italy","japan",1
"3000","itesm","monterrey",1
"3001","itim","culture",1
"3002","ivan","butler",1
"3003","ivan","menshikov",1
"3004","iwa","publishing",1
"3005","iwa","waterwiki",1
"3006","j6","r23we",1
"3007","jack","smith",1
"3008","jackie","gushue",1
"3009","jacques","santer’s",1
"3010","jamais","cascio",1
"3011","james","gavigan",1
"3012","james","kahan",1
"3013","james","robertson",1
"3014","janice","magel",1
"3015","january","2008this",1
"3016","january","2009revised",1
"3017","january","2010accepted",1
"3018","japan","018006",1
"3019","japan","floods",1
"3020","japan","tunnel",1
"3021","japanese","ict",1
"3022","jaq.richard","noos.fr",1
"3023","jay","ogilvy",1
"3024","jean","fourastié",1
"3025","jen","shih",1
"3026","jennifer","hayden",1
"3027","jennings","commented",1
"3028","jim","lavery",1
"3029","joakim","palme",1
"3030","joanne","robinson",1
"3031","joão","bártolo",1
"3032","job","opportunities",1
"3033","job","outcome",1
"3034","job","security",1
"3035","jobs","products",1
"3036","jocalyn","clark",1
"3037","jody","ranck",1
"3038","john","maynard",1
"3039","john","whatmore",1
"3040","johnston","executive",1
"3041","joint","initiative",1
"3042","joint","responsibility",1
"3043","joint","venture",1
"3044","jonathan","aronson",1
"3045","jonathan","calof",1
"3046","jordan","dunn",1
"3047","journal","examined",1
"3048","journalists","deride",1
"3049","jouvenel","managing",1
"3050","jrc94867","lbna27252enn.pdf",1
"3051","juha","luoma",1
"3052","july","2007revised",1
"3053","july","2008accepted",1
"3054","july","2009accepted",1
"3055","july","2009revised",1
"3056","jump","started",1
"3057","kabasele","yves",1
"3058","kahan","rand",1
"3059","kalam","azad",1
"3060","kang","hsieh",1
"3061","kåre","skallerud",1
"3062","karen","morley",1
"3063","kate","abson",1
"3064","kayamundi","township",1
"3065","kelly","rengifo",1
"3066","ken","wilber",1
"3067","kern","alexander",1
"3068","keynes","explored",1
"3069","keynes","scenario",1
"3070","keynesian","economics",1
"3071","keynesian","monetary",1
"3072","keynote","presentation",1
"3073","keynote","speech",1
"3074","ki","seok",1
"3075","kick","start",1
"3076","killion","goh",1
"3077","kim","le",1
"3078","knit","industry",1
"3079","knowledge","based",1
"3080","knowledge","contacts",1
"3081","knowledge","creating",1
"3082","knowledge","environmental",1
"3083","knowledge","intellectual",1
"3084","knowledge","intensive",1
"3085","knowledge","involves",1
"3086","knowledge","naturally",1
"3087","knowledge","people",1
"3088","knowledge","production",1
"3089","knowledge","queensland",1
"3090","knowledge","spills",1
"3091","ko","olina",1
"3092","kourula","roland",1
"3093","kousari","poursheikhali",1
"3094","kumiko","miyazaki",1
"3095","kwan","yew",1
"3096","kyung","lee",1
"3097","laboratories","ici",1
"3098","labour","plentiful",1
"3099","lack","access",1
"3100","lacks","environmental",1
"3101","lancaster","university",1
"3102","land","occupancy",1
"3103","land","population",1
"3104","landscapes","recreation",1
"3105","lane","jennings",1
"3106","language","similarities",1
"3107","languages","devised",1
"3108","larger","business",1
"3109","larger","proportion",1
"3110","late","phase",1
"3111","latin","american",1
"3112","lavery","kim",1
"3113","lawrence","carter",1
"3114","lawrence","wilkinson",1
"3115","layered","globalizing",1
"3116","le","jack",1
"3117","leader","associate",1
"3118","leader’s","ability",1
"3119","leadership","agenda",1
"3120","leadership","innovations",1
"3121","leadership","mt",1
"3122","leadership","process",1
"3123","leadership","professions",1
"3124","leadership","role",1
"3125","leadership","styles",1
"3126","leading","candidate",1
"3127","leading","europe",1
"3128","leading","increasingly",1
"3129","leading","universities",1
"3130","leaner","greener",1
"3131","learned","critiqued",1
"3132","learning","accommodates",1
"3133","learning","community",1
"3134","learning","culture",1
"3135","learning","infrastructure",1
"3136","learning","mandates",1
"3137","learning","officer",1
"3138","learning","represent",1
"3139","learningongoing","education",1
"3140","lee","kwan",1
"3141","legislative","agenda",1
"3142","leisure","time",1
"3143","leninism","gripped",1
"3144","leonard","field",1
"3145","les","killion",1
"3146","les","politiques",1
"3147","leslie","davy",1
"3148","level","conjoint",1
"3149","level","mas",1
"3150","level","organisations",1
"3151","level","scenario",1
"3152","level","sector",1
"3153","level","tuition",1
"3154","leveraging","emerging",1
"3155","leveraging","social",1
"3156","liberal","globalization",1
"3157","liberal","pessimistic",1
"3158","liberal","studies",1
"3159","liberalism","sooner",1
"3160","lickorish","defra",1
"3161","lies","conversation",1
"3162","life","cycle",1
"3163","life","essentially",1
"3164","life","events",1
"3165","life","exist",1
"3166","life","expectancy",1
"3167","life","projects",1
"3168","life","stages",1
"3169","life’s","instructional",1
"3170","lifelong","learningongoing",1
"3171","lifelong","prognoses",1
"3172","lifestyle","allowing",1
"3173","lifetime","activity",1
"3174","light","emitting",1
"3175","likelihood","accompany",1
"3176","limited","availability",1
"3177","limited","resources",1
"3178","limiting","resource",1
"3179","limitless","power",1
"3180","limits","constraints",1
"3181","lindsey","everitt",1
"3182","linear","absolute",1
"3183","linear","theory",1
"3184","linear","view",1
"3185","lines","socio",1
"3186","linguistic","programming",1
"3187","lining","peeking",1
"3188","linking","futures",1
"3189","listed","corporations",1
"3190","literature","jennifer",1
"3191","literature","searches",1
"3192","live","forever",1
"3193","lively","selection",1
"3194","living","environment",1
"3195","living","organisms",1
"3196","lkyspp","photograph",1
"3197","local","community",1
"3198","local","conflicts",1
"3199","local","governance",1
"3200","local","government",1
"3201","local","knowledge",1
"3202","local","policy",1
"3203","local","portals",1
"3204","local","societies",1
"3205","local","thinking",1
"3206","local","workshops",1
"3207","lodz","poland",1
"3208","logical","agriculture",1
"3209","logical","paths",1
"3210","longevity","paid",1
"3211","loom","ahead",1
"3212","lord","habgood",1
"3213","lost","sight",1
"3214","louise","hanzlik",1
"3215","love","machines",1
"3216","low","depends",1
"3217","low","emission",1
"3218","low","levels",1
"3219","low","sebastien",1
"3220","lower","cost",1
"3221","ludwigs","university",1
"3222","m.g","smith",1
"3223","ma","candidate",1
"3224","macarthur's","occupation",1
"3225","machine","interface",1
"3226","machine","interfacing",1
"3227","machine","linkage",1
"3228","macro","scale",1
"3229","mad","cow",1
"3230","madingley","scenarios",1
"3231","maghiros","ipts",1
"3232","main","actors",1
"3233","main","agreements",1
"3234","main","assumption",1
"3235","main","concern",1
"3236","main","conclusions",1
"3237","main","drivers",1
"3238","main","economic",1
"3239","main","findings",1
"3240","main","issues",1
"3241","main","stepping",1
"3242","main","theories",1
"3243","main","theory",1
"3244","mainstream","consultants",1
"3245","mainstream","journalists",1
"3246","major","agro",1
"3247","major","challenges",1
"3248","major","components",1
"3249","major","concern",1
"3250","major","concerns",1
"3251","major","demographic",1
"3252","major","developments",1
"3253","major","foresight",1
"3254","major","opportunities",1
"3255","major","players",1
"3256","major","powers",1
"3257","major","reports",1
"3258","major","viewpoints",1
"3259","makes","developments",1
"3260","malaysia","usm",1
"3261","manage","change",1
"3262","management","based",1
"3263","management","centre",1
"3264","management","consultancy",1
"3265","management","involves",1
"3266","management","issues",1
"3267","management","literature",1
"3268","management","methods",1
"3269","management","prevails",1
"3270","management","processes",1
"3271","management","proposes",1
"3272","management","sciences",1
"3273","management","system",1
"3274","management","theory",1
"3275","manager","timo",1
"3276","managing","complexity",1
"3277","managing","director",1
"3278","manifestation","sustainability",1
"3279","manifold","causal",1
"3280","manner.a","previous",1
"3281","mannings","susan",1
"3282","manoa","honolulu",1
"3283","manufactured","artefacts",1
"3284","manufactured","products",1
"3285","manufacturing","molecular",1
"3286","map","knowledge",1
"3287","map","military",1
"3288","map","production",1
"3289","map","visualization",1
"3290","marc","ventresca",1
"3291","marcelino","cabrera",1
"3292","marine","corps",1
"3293","maritime","fond",1
"3294","market","development",1
"3295","market","dynamics",1
"3296","market","increasing",1
"3297","market","mechanism",1
"3298","market","mechanisms",1
"3299","market","oriented",1
"3300","market","parties",1
"3301","market","represents",1
"3302","market","strategies",1
"3303","markets","affluence",1
"3304","markets","product",1
"3305","marriot","ihilani",1
"3306","marry","science",1
"3307","martin","karlberg",1
"3308","martina","hahn",1
"3309","marxism","leninism",1
"3310","mas","framework’s",1
"3311","mas","indicators",1
"3312","mass","destruction",1
"3313","mass","era",1
"3314","massive","advances",1
"3315","massive","investments",1
"3316","massive","productivity",1
"3317","master","guideline",1
"3318","master","navigator",1
"3319","material","aspects",1
"3320","material","level",1
"3321","material","posted",1
"3322","material","wisdom",1
"3323","materials","harnessing",1
"3324","materials","nanostructures",1
"3325","materials","promising",1
"3326","materials","technologies",1
"3327","maximise","shareholder",1
"3328","maximum","consultation",1
"3329","maximum","outcomes",1
"3330","maxwell’s","notion",1
"3331","maynard","keynes",1
"3332","mcmaster","university",1
"3333","meaningful","debate",1
"3334","means","accepting",1
"3335","means","attracting",1
"3336","means","redesigning",1
"3337","means","taking",1
"3338","measurable","accountable",1
"3339","measured","foresight",1
"3340","measurement","instrument",1
"3341","measures","fit",1
"3342","measures","sanctions",1
"3343","measures","there’s",1
"3344","medical","school",1
"3345","mediterranean","cities",1
"3346","medium","lends",1
"3347","medium","sized",1
"3348","medium","term",1
"3349","meet","future",1
"3350","meet","global",1
"3351","meet","leisure",1
"3352","meeting","social",1
"3353","meets","societal",1
"3354","meg","paichayontvijit",1
"3355","mega","material",1
"3356","mega","materials",1
"3357","melinda","gates",1
"3358","memes","generate",1
"3359","memetic","change",1
"3360","mentality","democracy",1
"3361","mercier","gouin",1
"3362","mesoeconomics","technoeconomics",1
"3363","messrs","alain",1
"3364","met","globally",1
